Host_ID,Listings,Locations,Property_Count,Total_Reviews,Positive_Reviews,Negative_Reviews,Avg_Sentiment_Score,Avg_Cleanliness_Rating,Avg_Communication_Rating,Avg_Checkin_Rating,Avg_Location_Rating,Avg_Value_Rating,Avg_Price,Avg_Predicted_Price,Price_Delta,Host_Rating,Host_Quality_Score,Is_Superhost,Response_Rate,Avg_Amenities,Avg_Walk_Score,Avg_Lat,Avg_Long,Property_Types,Advantages,Disadvantages,Suggestions,Suggestion_Sources
118526516,977321902144631961,"Paris, Ile-de-France, France",1,66,47,19,0.72,4.42,4.79,4.81,4.77,4.74,114.37,249.5144982025361,135.14,4.62,0.6696,0,100,37.0,75.1,48.85781,2.37584,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
119422083,30955803,"Paris, Ile-de-France, France",1,165,113,52,0.686,4.5,4.72,4.72,4.72,4.74,56.93,356.96530127147753,300.04,4.63,0.6254,0,85,50.0,74.7,48.84094,2.35544,private_room,WiFi Available; Full Kitchen; Parking Available; Well Equipped,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
122522505,8148454; 51479606; 39206167; 1128124543947285665,"Paris, Ile-de-France, France",4,308,303,5,0.984,4.87,5.0,5.0,4.96,4.75,337.3875,418.6485206982549,81.26,4.85,0.988,1,100,31.5,78.6,48.864615,2.3483975,entire_place,Superhost Status; Highly Rated (92x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (61x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
124957215,1105178389455153952,"Paris, Ile-de-France, France",1,11,6,5,0.631,5.0,4.92,4.97,5.0,4.76,198.52,257.69238866673817,59.17,4.91,0.5428000000000001,0,50,19.0,75.1,48.87094,2.35247,entire_place,Highly Rated (3x); Great Location; Full Kitchen,Cleanliness Issues; Slow Response; Overpriced; WiFi Issues,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
131603369,1116551355007793100,"Paris, Ile-de-France, France",1,32,7,25,0.24,1.0,1.0,1.0,1.0,1.0,860.23,463.38799593518945,-396.84,0.0,0.3,0,100,29.0,81.6,48.85905685626722,2.364406434489466,entire_place,Great Location; WiFi Available; Full Kitchen; Quick Response,Cleanliness Issues; Below Average Rating,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
136226760,19678339,"Paris, Ile-de-France, France",1,126,89,37,0.708,4.72,4.97,4.72,4.99,4.5,216.0,266.3237259021947,50.32,4.73,0.6484000000000001,0,90,12.0,65.0,48.8516,2.3471,entire_place,WiFi Available; Full Kitchen,Overpriced; Limited Amenities,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
136864813,53551394,"Paris, Ile-de-France, France",1,14,13,1,0.993,5.0,5.0,5.0,5.0,5.0,196.0,257.860595046276,61.86,4.93,0.9944,1,100,39.0,75.7,48.85471,2.36726,entire_place,Superhost Status; Highly Rated (4x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (2x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
146996034,1018800539663048716,"Paris, Ile-de-France, France",1,34,33,1,0.984,4.81,4.9,4.81,4.89,4.65,391.66,691.2528927493013,299.59,4.85,0.988,1,100,41.0,88.5,48.8697,2.3509,entire_place,Superhost Status; Highly Rated (10x); Great Location; WiFi Available; Air Conditioning; Full Kitchen; Well Equipped; Quick Response; Will Return (6x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
158314905,1242583978790674748; 1267922663279213694; 1227507117808938763; 1222406428131401491; 1249015069219344771,"Paris, Ile-de-France, France",5,42,29,13,0.709,4.43,4.53,4.66,4.59,4.47,241.44,647.4931229604309,406.05,4.51,0.6608,0,100,25.2,81.7,48.86807893673969,2.357902287737528,entire_place,Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
171333481,1120181723519225718,"Paris, Ile-de-France, France",1,6,4,2,0.76,5.0,4.81,5.0,5.0,5.0,436.33,705.2843531703394,268.95,5.0,0.7,0,100,5.0,75.2,48.8525,2.3663,entire_place,Highly Rated (1x); Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced; Limited Amenities,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
176815192,981074066947579180,"Paris, Ile-de-France, France",1,2,1,1,0.76,4.99,5.0,5.0,5.0,4.93,403.33,620.0724849385595,216.74,5.0,0.7,0,100,25.0,74.0,48.83352,2.34988,entire_place,Highly Rated (0x); Full Kitchen; Parking Available; Quick Response,Overpriced; WiFi Issues,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
183108425,1150513192003311884,"Paris, Ile-de-France, France",1,24,18,6,0.76,4.87,5.0,5.0,5.0,4.98,401.88,258.11915464821215,-143.76,5.0,0.7,0,100,39.0,83.6,48.8726,2.3477,entire_place,Highly Rated (7x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
184937755,854802630872525879,"Paris, Ile-de-France, France",1,38,37,1,0.997,4.96,4.98,4.96,5.0,5.0,223.2,163.25288436664616,-59.95,4.97,0.9976,1,100,33.0,84.9,48.8639,2.3466,entire_place,Superhost Status; Highly Rated (11x); Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (7x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
194045108,25900086,"Paris, Ile-de-France, France",1,35,25,10,0.715,4.29,4.62,4.62,4.69,4.43,332.99,433.9464348327891,100.96,4.57,0.6656,0,100,24.0,74.8,48.83744,2.34926,entire_place,WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
197304071,53918465,"Paris, Ile-de-France, France",1,42,41,1,0.998,5.0,4.81,4.89,5.0,5.0,831.0,609.2551400038883,-221.74,4.98,0.9984000000000002,1,100,29.0,86.8,48.85232,2.34655,entire_place,Superhost Status; Highly Rated (12x); Great Location; WiFi Available; Full Kitchen; Quick Response; Will Return (8x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
199498945,1267922515377677449,"Paris, Ile-de-France, France",1,1,0,1,0.76,5.0,5.0,5.0,5.0,5.0,205.0,511.6430768464318,306.64,5.0,0.7,0,100,41.0,74.9,48.8551,2.3686,entire_place,Highly Rated (0x); WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
201038010,879623872449678928,"Paris, Ile-de-France, France",1,25,18,7,0.739,4.56,4.73,4.97,4.97,4.89,413.36,433.44821421074573,20.09,4.8,0.6839999999999999,0,100,15.0,75.3,48.8518,2.3394,entire_place,Highly Rated (7x); Great Location; WiFi Available; Full Kitchen; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
204039138,660583102865952289,"Paris, Ile-de-France, France",1,24,15,9,0.663,3.79,4.14,4.21,4.34,4.23,154.0,323.32769899509435,169.33,4.07,0.6256,0,100,27.0,74.6,48.87164,2.32586,entire_place,WiFi Available; Full Kitchen; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
209934555,955524227634888106,"Paris, Ile-de-France, France",1,76,55,21,0.726,4.8,4.87,4.78,4.96,4.68,198.64,44.460198454971646,-154.18,4.67,0.6736,0,100,30.0,75.3,48.8419,2.3252,private_room,Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
211140048,29509783,"Paris, Ile-de-France, France",2,76,56,20,0.741,5.0,4.85,4.74,5.0,4.76,230.32,486.73656317300146,256.42,4.82,0.6856,0,100,26.0,0.75,48.85082,2.31767,entire_place,Highly Rated (22x); WiFi Available; Full Kitchen; Parking Available; Quick Response,Remote Location; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
214647189,1107795523220279318,"Paris, Ile-de-France, France",1,1,0,1,0.76,5.0,5.0,5.0,5.0,4.89,337.87,583.926239775583,246.06,5.0,0.7,0,100,14.0,79.1,48.85755146627353,2.359701244697223,entire_place,Highly Rated (0x); Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced; Limited Amenities,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
219731813,45798448; 938317612949504698,"Paris, Ile-de-France, France",2,34,32,2,0.958,4.69,4.85,4.75,4.7,4.61,622.8050000000001,652.4177004551584,29.61,4.6,0.968,1,100,55.5,82.4,48.8677,2.3543,entire_place,Superhost Status; Great Location; WiFi Available; Air Conditioning; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (6x); Very Clean,No issues identified,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
222199838,730327824370428624,"Paris, Ile-de-France, France",1,14,9,5,0.701,4.18,4.67,4.62,4.69,4.58,75.0,317.6028797895233,242.6,4.43,0.6544,0,100,25.0,74.3,48.8786,2.36953,entire_place,Full Kitchen; Quick Response,Below Average Rating; Overpriced; WiFi Issues,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
225573206,30009165,"Paris, Ile-de-France, France",1,4,3,1,0.76,5.0,4.83,5.0,5.0,4.61,809.0,419.435989891282,-389.56,5.0,0.7,0,100,46.0,81.0,48.84420680103288,2.330959382347532,entire_place,Highly Rated (1x); Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
230458490,34309812; 34310122,"Paris, Ile-de-France, France",2,17,11,6,0.69,4.36,4.29,4.28,4.57,4.25,182.43,511.24442924330145,328.81,4.33,0.6464000000000001,0,100,21.0,88.5,48.86882,2.35015,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
238019759,31731761,"Paris, Ile-de-France, France",1,4,2,2,0.702,4.55,4.6,4.61,4.46,4.48,572.96,643.0968085045483,70.14,4.44,0.6552,0,100,27.0,7.4,48.843,2.3633,unique_stay,WiFi Available; Full Kitchen; Parking Available; Quick Response,Below Average Rating; Remote Location; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
238483475,928138738909811498,"Paris, Ile-de-France, France",1,7,6,1,0.981,4.54,4.97,4.93,5.0,4.49,617.0,1065.5106612006643,448.51,4.82,0.9856,1,100,49.0,79.9,48.84385,2.33271,entire_place,Superhost Status; Highly Rated (2x); Great Location; WiFi Available; Air Conditioning; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (1x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
243345664,693255959682179047,"Paris, Ile-de-France, France",1,1,0,1,0.76,4.72,5.0,4.94,5.0,5.0,404.0,288.2303270682814,-115.77,5.0,0.7,0,100,48.0,67.7,48.85529,2.33056,entire_place,Highly Rated (0x); WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
250052908,33215018,"Paris, Ile-de-France, France",1,221,218,3,0.988,4.83,4.99,5.0,4.97,4.66,688.93,412.373775102986,-276.56,4.88,0.9904,1,100,35.0,88.4,48.85263,2.34432,entire_place,Superhost Status; Highly Rated (66x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (44x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
257597858,1106997835821541848; 1171134507786029638,"Paris, Ile-de-France, France",2,10,9,1,0.974,4.53,4.85,4.83,4.81,4.45,419.975,682.487609463473,262.51,4.75,0.98,1,100,40.5,94.35,48.8652,2.35195,entire_place,Superhost Status; Great Location; WiFi Available; Air Conditioning; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (2x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
271963489,41447606,"Paris, Ile-de-France, France",1,114,112,2,0.986,4.72,5.0,4.92,4.95,4.67,171.05,175.5306213275409,4.48,4.87,0.9896,1,100,39.0,88.2,48.8692,2.3494,entire_place,Superhost Status; Highly Rated (34x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (22x); Very Clean,No issues identified,Keep up the great work!,Airbnb Resource Center | HostIQ Analysis
309577234,40115487,"Paris, Ile-de-France, France",2,50,38,12,0.76,4.73,4.92,5.0,5.0,4.68,200.86,177.00015761366575,-23.86,5.0,0.7,0,100,24.0,74.35,48.86042,2.35295,entire_place,Highly Rated (15x); WiFi Available; Full Kitchen; Parking Available; Quick Response,No issues identified,Keep up the great work!,Airbnb Resource Center | HostIQ Analysis
315032437,1165951830215387825,"Paris, Ile-de-France, France",1,14,8,6,0.603,4.43,4.85,4.59,4.85,4.3,348.68,266.5922986872201,-82.09,4.64,0.5212,0,50,6.0,78.6,48.85702,2.35958,entire_place,Great Location; WiFi Available; Full Kitchen,Cleanliness Issues; Slow Response; Limited Amenities,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued || [Communication]: Improve response time || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
318669414,40907094,"Paris, Ile-de-France, France",1,6,4,2,0.69,4.41,4.18,4.38,4.47,4.06,108.0,398.1666886056627,290.17,4.33,0.6464000000000001,0,100,28.0,75.1,48.84242,2.32657,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
328781956,1086204918195098970,"Paris, Ile-de-France, France",1,15,15,0,1.0,4.72,4.92,5.0,5.0,4.72,506.21,598.264485561954,92.05,5.0,1.0,1,100,31.0,75.1,48.8584,2.3283,entire_place,Superhost Status; Highly Rated (4x); Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (3x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
333680462,867954663383174821,"Paris, Ile-de-France, France",1,4,3,1,0.76,5.0,4.81,5.0,5.0,5.0,237.68,530.753870797198,293.07,5.0,0.7,0,100,52.0,75.2,48.88188,2.36525,entire_place,Highly Rated (1x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
334643447,42428002,"Paris, Ile-de-France, France",1,239,156,83,0.655,3.75,4.18,4.18,4.2,4.02,424.84,646.8995419157824,222.06,3.99,0.6192,0,100,31.0,75.5,48.8494,2.3809,hotel_room,Great Location; WiFi Available; Air Conditioning; Well Equipped; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
337962518,42452586,"Paris, Ile-de-France, France",1,23,17,6,0.756,4.77,4.88,5.0,5.0,5.0,206.0,490.8069165847205,284.81,4.96,0.6968000000000001,0,100,23.0,75.5,48.85788,2.36684,entire_place,Highly Rated (6x); Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
349842184,905073834849720489,"Paris, Ile-de-France, France",1,8,6,2,0.76,5.0,5.0,5.0,5.0,4.99,390.4,257.36734686016854,-133.03,5.0,0.7,0,100,39.0,75.0,48.8535,2.3533,entire_place,Highly Rated (2x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
392153686,48610623,"Paris, Ile-de-France, France",1,140,94,46,0.674,4.37,4.66,4.78,4.71,4.76,104.0,331.8946507521815,227.89,4.63,0.6104,0,80,20.0,89.8,48.86357,2.35852,entire_place,Great Location; WiFi Available; Full Kitchen,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
399846512,1173055154308544331,"Paris, Ile-de-France, France",1,1,0,1,0.76,5.0,5.0,4.96,5.0,4.89,146.0,705.2570075154551,559.26,5.0,0.7,0,100,7.0,75.5,48.857,2.3745,entire_place,Highly Rated (0x); Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced; Limited Amenities,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
402285530,50805781,"Paris, Ile-de-France, France",2,36,25,11,0.714,4.75,4.82,4.57,4.76,4.5,279.355,263.44298729642054,-15.91,4.56,0.6648000000000001,0,100,35.0,74.65,48.84541,2.35129,entire_place,WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
412683123,51012362,"Paris, Ile-de-France, France",1,24,23,1,0.966,4.41,4.91,4.8,4.71,4.72,517.56,585.4513523622797,67.89,4.67,0.9736,1,100,11.0,90.6,48.86786,2.3588,hotel_room,Superhost Status; Great Location; WiFi Available; Air Conditioning; Quick Response; Will Return (4x); Very Clean,Overpriced; Limited Amenities,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
428627442,1075800394488765558; 573541562284514917,"Paris, Ile-de-France, France",2,166,117,49,0.708,4.65,4.73,4.49,4.6,4.54,246.865,369.9765400857741,123.11,4.52,0.6586,0,99,24.5,76.3,48.853085,2.348555,entire_place,Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
429289519,664422563365299587,"Paris, Ile-de-France, France",1,18,12,6,0.697,4.15,4.62,4.49,4.53,4.16,315.19,894.1698226951603,578.98,4.39,0.6512,0,100,39.0,75.6,48.84724,2.33988,entire_place,Great Location; WiFi Available; Air Conditioning; Full Kitchen; Well Equipped; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
436103373,53845231; 1008791497848928346; 918582703085284301; 53846418; 1018959711909102308...,"Paris, Ile-de-France, France",14,848,609,239,0.719,4.88,4.46,4.68,4.71,4.35,365.12,442.79955683815814,77.68,4.61,0.6688000000000001,0,100,36.714285714285715,75.80714285714285,48.86268714285715,2.3507471428571427,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
444444883,561979963451387094,"Paris, Ile-de-France, France",1,81,77,4,0.957,4.54,4.53,4.64,4.79,4.38,232.62,492.6493881234305,260.03,4.59,0.9672,1,100,19.0,83.5,48.8765,2.3481,entire_place,Superhost Status; Great Location; WiFi Available; Full Kitchen; Quick Response; Will Return (16x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
449867761,1011462555557466520,"Paris, Ile-de-France, France",1,3,2,1,0.76,5.0,4.97,5.0,5.0,5.0,134.34,803.8228932552968,669.48,5.0,0.7,0,100,41.0,75.2,48.86561028936289,2.3733021217131,entire_place,Highly Rated (0x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
450001685,585205550821566924; 585220473298998849,"Paris, Ile-de-France, France",2,6,4,2,0.672,4.35,4.78,4.68,4.58,4.44,702.9300000000001,632.3261557762063,-70.6,4.55,0.613,0,83,25.5,27.1,48.8497,2.3628,hotel_room,WiFi Available; Full Kitchen,Remote Location,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued || [Communication]: Improve response time || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
454285681,604997691749151091,"Paris, Ile-de-France, France",1,39,38,1,0.99,4.74,4.95,4.99,5.0,5.0,232.0,424.9097650829858,192.91,4.9,0.992,1,100,21.0,74.7,48.83555,2.35339,entire_place,Superhost Status; Highly Rated (11x); WiFi Available; Full Kitchen; Quick Response; Will Return (7x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
456251316,1038522290460271737,"Paris, Ile-de-France, France",1,84,81,3,0.972,5.0,4.77,4.79,4.77,4.92,224.98,789.0172023536925,564.04,4.73,0.9784000000000002,1,100,25.0,1.1,48.85356,2.37064,entire_place,Superhost Status; WiFi Available; Full Kitchen; Quick Response; Will Return (16x); Very Clean,Remote Location; Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
458701680,625007294154734805,"Paris, Ile-de-France, France",2,336,334,2,0.996,5.0,4.79,4.89,5.0,4.73,257.685,276.56504808306477,18.88,4.96,0.9968,1,100,46.0,75.25,48.86193,2.36855,entire_place,Superhost Status; Highly Rated (100x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (67x); Very Clean,No issues identified,Keep up the great work!,Airbnb Resource Center | HostIQ Analysis
459701814,713468857485022395; 669953945543820432; 678670320550546324; 678458643414559553; 713463300699603565...,"Paris, Ile-de-France, France",6,360,254,106,0.707,5.0,4.8,4.93,5.0,4.85,365.4983333333333,482.3111468438776,116.81,4.77,0.6456,0,88,39.833333333333336,81.18333333333334,48.862255,2.359226666666667,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time,Airbnb Resource Center | HostIQ Analysis
460495691,633075056825804055,"Paris, Ile-de-France, France",1,37,27,10,0.755,5.0,5.0,4.88,4.98,4.55,183.72,176.09216225198082,-7.63,4.95,0.696,0,100,44.0,75.1,48.8625,2.3653,entire_place,Highly Rated (11x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests,Airbnb Resource Center | HostIQ Analysis
464015699,1343431046369374897; 1138276295423575087,"Paris, Ile-de-France, France",3,30,20,10,0.688,4.57,4.55,4.25,4.57,3.96,273.01666666666665,596.8722244462405,323.86,4.33,0.6434,0,99,36.0,74.76666666666667,48.85791464801317,2.3749319700819815,entire_place,WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
484292568,908599895151427699,"Paris, Ile-de-France, France",2,26,18,8,0.714,4.82,4.55,4.48,4.72,4.72,234.11,350.37527811292034,116.27,4.56,0.6648000000000001,0,100,47.0,74.9,48.86385,2.36557,entire_place,WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
485028504,1304167688556821798,"Paris, Ile-de-France, France",1,11,7,4,0.65,4.15,3.92,3.98,4.16,4.05,195.0,654.4901132585678,459.49,3.94,0.6152,0,100,14.0,87.9,48.86742060288238,2.336313210429854,entire_place,Great Location; WiFi Available; Full Kitchen; Quick Response,Below Average Rating; Overpriced; Limited Amenities,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
485484872,772309023125946843,"Paris, Ile-de-France, France",1,78,77,1,0.99,4.65,5.0,4.89,5.0,4.88,128.0,182.86527426538217,54.87,4.9,0.992,1,100,35.0,74.1,48.8715,2.3515,entire_place,Superhost Status; Highly Rated (23x); WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (15x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
494446214,797666602882462488,"Paris, Ile-de-France, France",1,9,5,4,0.578,5.0,4.84,4.99,5.0,4.79,144.41,204.08817143705843,59.68,4.89,0.4781999999999999,0,29,35.0,97.1,48.86464,2.35006,entire_place,Highly Rated (2x); Great Location; WiFi Available; Full Kitchen; Well Equipped,Cleanliness Issues; Slow Response; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time,Airbnb Resource Center | HostIQ Analysis
494957630,918028641397240870,"Paris, Ile-de-France, France",1,23,23,0,1.0,4.83,4.9,5.0,5.0,5.0,452.73,810.3114870092954,357.58,5.0,1.0,1,100,44.0,1.3,48.84845236031991,2.318727452072704,entire_place,Superhost Status; Highly Rated (6x); WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (4x); Very Clean,Remote Location; Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
